Replicate,varied_value_name,pair,moa_i,moa_j,ES_ij,NES_ij,p_ij,FDR_ij,sig_ij,score_ij,ES_ji,NES_ji,p_ji,FDR_ji,sig_ji,score_ji,N_sig,score_avg,score_sd,NES_avg,NES_sd,Fisher_p,self,percent_overlap,qc1_pass,qc_pass,varied_value1,varied_value2
7,values_added_-0.05_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-1,-2.65,0,0,TRUE,-7.961566734,-1,-2.54,0,0,TRUE,-7.631086606,2,-7.79632667,0.23368474,-2.595,0.077781746,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,0.05
7,values_added_-0.05_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.94444,-2.38,0,0,TRUE,-7.150388237,-0.98148,-2.59,0,0,TRUE,-7.781304846,2,-7.465846541,0.446125413,-2.485,0.148492424,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,0.1
7,values_added_-0.05_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-1,-2.64,0,0,TRUE,-7.931523086,-0.96296,-2.63,0,0,TRUE,-7.901479438,2,-7.916501262,0.021244067,-2.635,0.007071068,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,0.15
7,values_added_-0.05_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-1,-2.66,0,0,TRUE,-7.991610382,-1,-2.71,0,0,TRUE,-8.141828623,2,-8.066719503,0.106220336,-2.685,0.035355339,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,0.2
7,values_added_0_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.35805,-0.955,0.495,0.826,FALSE,-0.079284055,-0.40741,-1.1,0.338,1,FALSE,0,0,-0.039642027,0.056062293,-1.0275,0.102530483,0.466444703,FALSE,0,TRUE,FALSE,0,-0.2
7,values_added_0_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.33333,-0.883,0.592,1,FALSE,0,-0.31664,-0.886,0.583,1,FALSE,0,0,0,0,-0.8845,0.00212132,0.712297453,FALSE,0,FALSE,FALSE,0,-0.15
7,values_added_0_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.33333,-0.917,0.542,0.69,FALSE,-0.147775384,-0.16739,-0.434,0.998,0.998,FALSE,-0.000377345,0,-0.074076364,0.104226153,-0.6755,0.341532575,0.873304165,FALSE,0,FALSE,FALSE,0,-0.1
7,values_added_0_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.43429,1.15,0.312,1,FALSE,0,0.48812,1.29,0.2,0.305,FALSE,0.665253207,0,0.332626604,0.470405054,1.22,0.098994949,0.235509456,FALSE,0,FALSE,FALSE,0,-0.05
7,values_added_0_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.53494,-1.44,0.103,0.604,FALSE,-0.315306808,-0.2218,-0.587,0.952,0.94,FALSE,-0.01577395,0,-0.165540379,0.211801715,-1.0135,0.603162084,0.325763265,FALSE,0,FALSE,FALSE,0,0
7,values_added_0_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.31218,0.869,0.6,0.746,FALSE,0.110589959,0.3482,0.893,0.599,1,FALSE,0,0,0.055294979,0.07819891,0.881,0.016970563,0.727180958,FALSE,0,FALSE,FALSE,0,0.05
7,values_added_0_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.33333,0.873,0.601,0.618,FALSE,0.182467061,0.24074,0.643,0.902,0.896,FALSE,0.03066595,0,0.106566506,0.107339595,0.758,0.16263456,0.874031653,FALSE,0,FALSE,FALSE,0,0.1
7,values_added_0_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.5751,-1.54,0.0585,0.241,FALSE,-0.951693754,-0.43113,-1.19,0.234,0.754,FALSE,-0.145928098,0,-0.548810926,0.569762359,-1.365,0.247487373,0.072430726,FALSE,0,FALSE,FALSE,0,0.15
7,values_added_0_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.83333,-2.2,0,0.000778,TRUE,-6.839844887,-0.44354,-1.17,0.26,1,FALSE,0,1,-3.419922443,4.836500702,-1.685,0.728319985,0.00238478,FALSE,0,FALSE,FALSE,0,0.2
7,values_added_0.05_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.96296,-2.54,0,0,TRUE,-7.631086606,-0.92593,-2.36,0,0,TRUE,-7.090300941,2,-7.360693773,0.382393211,-2.45,0.127279221,1.45E-05,FALSE,0,TRUE,TRUE,0.05,-0.2
7,values_added_0.05_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-1,-2.63,0,0,TRUE,-7.901479438,-0.92593,-2.46,0,0,TRUE,-7.390737421,2,-7.64610843,0.361149144,-2.545,0.120208153,1.45E-05,FALSE,0,TRUE,TRUE,0.05,-0.15
7,values_added_0.05_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.98148,-2.56,0,0,TRUE,-7.691173902,-0.96296,-2.57,0,0,TRUE,-7.72121755,2,-7.706195726,0.021244067,-2.565,0.007071068,1.45E-05,FALSE,0,TRUE,TRUE,0.05,-0.1
7,values_added_0.05_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.94444,-2.52,0,0,TRUE,-7.57099931,-0.92593,-2.48,0,0,TRUE,-7.450824717,2,-7.510912014,0.084976269,-2.5,0.028284271,1.45E-05,FALSE,0,TRUE,TRUE,0.05,-0.05
7,values_added_0.05_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.41561,1.09,0.354,0.709,FALSE,0.162795604,0.35185,0.916,0.572,1,FALSE,0,0,0.081397802,0.115113875,1.003,0.12303658,0.525876452,FALSE,0,FALSE,FALSE,0.05,0
7,values_added_0.05_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.92593,2.39,0,0,TRUE,7.180431885,0.87037,2.39,0,0,TRUE,7.180431885,2,7.180431885,0,2.39,0,1.45E-05,FALSE,0,TRUE,TRUE,0.05,0.05
7,values_added_0.05_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.90741,2.39,0,0,TRUE,7.180431885,0.92593,2.35,0,0,TRUE,7.060257293,2,7.120344589,0.084976269,2.37,0.028284271,1.45E-05,FALSE,0,TRUE,TRUE,0.05,0.1
7,values_added_0.05_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.88889,2.44,0,0,TRUE,7.330650125,0.84249,2.28,0,0.000502,TRUE,7.522395525,2,7.426522825,0.135584472,2.36,0.113137085,1.45E-05,FALSE,0,FALSE,FALSE,0.05,0.15
7,values_added_0.05_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.87037,2.3,0,0.00105,TRUE,6.851264612,0.92593,2.39,0,0.000842,TRUE,7.348504101,2,7.099884357,0.351601415,2.345,0.06363961,1.45E-05,FALSE,0,TRUE,TRUE,0.05,0.2
7,values_added_0.1_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.92593,-2.53,0,0,TRUE,-7.601042958,-0.92593,-2.53,0,0,TRUE,-7.601042958,2,-7.601042958,0,-2.53,0,1.45E-05,FALSE,0,TRUE,TRUE,0.1,-0.2
7,values_added_0.1_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.96296,-2.66,0,0,TRUE,-7.991610382,-0.94444,-2.5,0,0,TRUE,-7.510912014,2,-7.751261198,0.339905076,-2.58,0.113137085,1.45E-05,FALSE,0,TRUE,TRUE,0.1,-0.15
7,values_added_0.1_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.88889,-2.3,0,0.00113,TRUE,-6.77791958,-1,-2.72,0,0,TRUE,-8.171872271,2,-7.474895925,0.9856734,-2.51,0.296984848,1.45E-05,FALSE,0,TRUE,TRUE,0.1,-0.1
7,values_added_0.1_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.94444,-2.53,0,0,TRUE,-7.601042958,-0.96296,-2.47,0,0,TRUE,-7.420781069,2,-7.510912014,0.127464404,-2.5,0.042426407,1.45E-05,FALSE,0,TRUE,TRUE,0.1,-0.05
7,values_added_0.1_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.44444,-1.2,0.243,0.402,FALSE,-0.474928736,-0.61399,-1.59,0.0458,0.219,TRUE,-1.048693857,1,-0.761811297,0.405713208,-1.395,0.275771645,0.061191278,FALSE,0,FALSE,FALSE,0.1,0
7,values_added_0.1_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.83333,2.16,0,0.000766,TRUE,6.730065858,0.7963,2.15,0.00181,0.00215,TRUE,5.735257311,2,6.232661584,0.703435869,2.155,0.007071068,2.55E-05,FALSE,0,TRUE,TRUE,0.1,0.05
7,values_added_0.1_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.90741,2.43,0,0,TRUE,7.300606477,0.90741,2.37,0,0,TRUE,7.120344589,2,7.210475533,0.127464404,2.4,0.042426407,1.45E-05,FALSE,0,TRUE,TRUE,0.1,0.1
7,values_added_0.1_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.75926,2.06,0.00173,0.00277,TRUE,5.268491676,0.87037,2.35,0,0,TRUE,7.060257293,2,6.164374484,1.266969618,2.205,0.205060967,2.45E-05,FALSE,0,TRUE,TRUE,0.1,0.15
7,values_added_0.1_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.72222,1.86,0.00816,0.0159,TRUE,3.345401349,0.87037,2.23,0,0,TRUE,6.699733516,2,5.022567432,2.371871022,2.045,0.261629509,0.000102808,FALSE,0,TRUE,TRUE,0.1,0.2
7,values_added_0.15_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.92593,-2.56,0,0,TRUE,-7.691173902,-0.81481,-2.18,0,0.00224,TRUE,-5.77645932,2,-6.733816611,1.353907665,-2.37,0.268700577,1.45E-05,FALSE,0,TRUE,TRUE,0.15,-0.2
7,values_added_0.15_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.90741,-2.38,0,0,TRUE,-7.150388237,-0.96296,-2.65,0,0,TRUE,-7.961566734,2,-7.555977486,0.573589816,-2.515,0.190918831,1.45E-05,FALSE,0,TRUE,TRUE,0.15,-0.15
7,values_added_0.15_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.92593,-2.42,0,0,TRUE,-7.270562829,-0.90741,-2.53,0,0,TRUE,-7.601042958,2,-7.435802893,0.23368474,-2.475,0.077781746,1.45E-05,FALSE,0,TRUE,TRUE,0.15,-0.1
7,values_added_0.15_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.96296,-2.57,0,0,TRUE,-7.72121755,-0.98148,-2.56,0,0,TRUE,-7.691173902,2,-7.706195726,0.021244067,-2.565,0.007071068,1.45E-05,FALSE,0,TRUE,TRUE,0.15,-0.05
7,values_added_0.15_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.25926,-0.704,0.823,0.825,FALSE,-0.05881642,-0.46296,-1.23,0.221,0.778,FALSE,-0.134095096,0,-0.096455758,0.053230062,-0.967,0.371938167,0.491882868,FALSE,0,FALSE,FALSE,0.15,0
7,values_added_0.15_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.88889,2.34,0,0,TRUE,7.030213645,0.87037,2.34,0,0,TRUE,7.030213645,2,7.030213645,0,2.34,0,1.45E-05,FALSE,0,TRUE,TRUE,0.15,0.05
7,values_added_0.15_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.87037,2.3,0,0,TRUE,6.910039052,0.77778,2.03,0,0.00538,TRUE,4.60651198,2,5.758275516,1.628839613,2.165,0.190918831,1.45E-05,FALSE,0,TRUE,TRUE,0.15,0.1
7,values_added_0.15_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.7963,2.15,0,0.00448,TRUE,5.04975227,0.77778,2.05,0.0019,0.00384,TRUE,4.95212099,2,5.00093663,0.06903574,2.1,0.070710678,2.67E-05,FALSE,0,TRUE,TRUE,0.15,0.15
7,values_added_0.15_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.77778,2.08,0.00192,0.00156,TRUE,5.838300835,0.83333,2.27,0,0,TRUE,6.819908108,2,6.329104472,0.694101159,2.175,0.134350288,2.69E-05,FALSE,0,TRUE,TRUE,0.15,0.2
7,values_added_0.2_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.85185,-2.28,0,0,TRUE,-6.849951756,-0.90741,-2.48,0,0,TRUE,-7.450824717,2,-7.150388237,0.424881345,-2.38,0.141421356,1.45E-05,FALSE,0,TRUE,TRUE,0.2,-0.2
7,values_added_0.2_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.90741,-2.47,0,0,TRUE,-7.420781069,-0.88889,-2.38,0,0,TRUE,-7.150388237,2,-7.285584653,0.191196605,-2.425,0.06363961,1.45E-05,FALSE,0,TRUE,TRUE,0.2,-0.15
7,values_added_0.2_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.90741,-2.44,0,0,TRUE,-7.330650125,-0.90741,-2.37,0,0,TRUE,-7.120344589,2,-7.225497357,0.148708471,-2.405,0.049497475,1.45E-05,FALSE,0,TRUE,TRUE,0.2,-0.1
7,values_added_0.2_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.96296,-2.61,0,0,TRUE,-7.841392142,-1,-2.63,0,0,TRUE,-7.901479438,2,-7.87143579,0.042488135,-2.62,0.014142136,1.45E-05,FALSE,0,TRUE,TRUE,0.2,-0.05
7,values_added_0.2_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.46296,-1.28,0.187,0.915,FALSE,-0.049381,-0.77,-2.03,0.00376,0.00763,TRUE,-4.298475188,1,-2.173928094,3.004563314,-1.655,0.530330086,0.005807759,FALSE,0,FALSE,FALSE,0.2,0
7,values_added_0.2_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.96296,2.5,0,0,TRUE,7.510912014,0.90741,2.41,0,0,TRUE,7.240519181,2,7.375715597,0.191196605,2.455,0.06363961,1.45E-05,FALSE,0,TRUE,TRUE,0.2,0.05
7,values_added_0.2_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.88889,2.38,0,0,TRUE,7.150388237,0.7963,2.15,0,0,TRUE,6.459384332,2,6.804886284,0.488613547,2.265,0.16263456,1.45E-05,FALSE,0,TRUE,TRUE,0.2,0.1
7,values_added_0.2_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.77778,2.04,0,0.00652,TRUE,4.458934905,0.72222,1.93,0.00338,0.00821,TRUE,4.025317707,2,4.242126306,0.306613661,1.985,0.077781746,4.55E-05,FALSE,0,TRUE,TRUE,0.2,0.15
7,values_added_0.2_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.85185,2.34,0,0,TRUE,7.030213645,0.83333,2.25,0,0.000589,TRUE,7.267240587,2,7.148727116,0.167603358,2.295,0.06363961,1.45E-05,FALSE,0,TRUE,TRUE,0.2,0.2
8,values_added_-0.2_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.75926,2.09,0,0.00185,TRUE,5.711611088,0.64815,1.76,0.0209,0.0351,TRUE,2.560259475,2,4.135935281,2.228342095,1.925,0.233345238,0.00024386,FALSE,0,TRUE,TRUE,-0.2,-0.2
8,values_added_-0.2_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.81481,2.2,0,0.00198,TRUE,5.947336581,0.68519,1.82,0.00642,0.0398,TRUE,2.548212809,2,4.247774695,2.40354347,2.01,0.268700577,8.24E-05,FALSE,0,TRUE,TRUE,-0.2,-0.15
8,values_added_-0.2_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.98148,2.69,0,0,TRUE,8.081741327,0.83333,2.19,0.00206,0.000401,TRUE,7.439113824,2,7.760427575,0.454406265,2.44,0.353553391,2.88E-05,FALSE,0,TRUE,TRUE,-0.2,-0.1
8,values_added_-0.2_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,1,2.64,0,0,TRUE,7.931523086,0.90741,2.37,0,0,TRUE,7.120344589,2,7.525933838,0.573589816,2.505,0.190918831,1.45E-05,FALSE,0,TRUE,TRUE,-0.2,-0.05
8,values_added_-0.2_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.21062,-0.595,0.922,0.932,FALSE,-0.018197532,0.48148,1.27,0.184,1,FALSE,0,0,-0.009098766,0.012867598,0.3375,1.318754147,0.47060857,FALSE,0,TRUE,FALSE,-0.2,0
8,values_added_-0.2_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.98148,-2.6,0,0,TRUE,-7.811348494,-1,-2.66,0,0,TRUE,-7.991610382,2,-7.901479438,0.127464404,-2.63,0.042426407,1.45E-05,FALSE,0,TRUE,TRUE,-0.2,0.05
8,values_added_-0.2_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.88889,-2.39,0,0,TRUE,-7.180431885,-0.90741,-2.4,0,0,TRUE,-7.210475533,2,-7.195453709,0.021244067,-2.395,0.007071068,1.45E-05,FALSE,0,TRUE,TRUE,-0.2,0.1
8,values_added_-0.2_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.74074,-2.05,0.00364,0.00999,TRUE,-4.100890749,-0.94444,-2.6,0,0,TRUE,-7.811348494,2,-5.956119622,2.623689833,-2.325,0.38890873,4.88E-05,FALSE,0,TRUE,TRUE,-0.2,0.15
8,values_added_-0.2_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.81481,-2.24,0,0.00115,TRUE,-6.584036838,-0.88889,-2.45,0,0,TRUE,-7.360693773,2,-6.972365305,0.549179386,-2.345,0.148492424,1.45E-05,FALSE,0,TRUE,TRUE,-0.2,0.2
8,values_added_-0.15_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.7963,2.14,0.00189,0.00566,TRUE,4.808972837,0.83333,2.26,0,0,TRUE,6.78986446,2,5.799418649,1.400701899,2.2,0.084852814,2.65E-05,FALSE,0,TRUE,TRUE,-0.15,-0.2
8,values_added_-0.15_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.7963,2.1,0.00189,0.000566,TRUE,6.819085495,0.75926,1.98,0,0.0123,TRUE,3.781987879,2,5.300536687,2.147552319,2.04,0.084852814,2.65E-05,FALSE,0,TRUE,TRUE,-0.15,-0.15
8,values_added_-0.15_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.94444,2.52,0,0,TRUE,7.57099931,0.85185,2.3,0,0,TRUE,6.910039052,2,7.240519181,0.46736948,2.41,0.155563492,1.45E-05,FALSE,0,TRUE,TRUE,-0.15,-0.1
8,values_added_-0.15_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.83333,2.23,0.00175,0.00209,TRUE,5.976073782,0.87037,2.29,0,0,TRUE,6.879995404,2,6.428034593,0.639169109,2.26,0.042426407,2.47E-05,FALSE,0,TRUE,TRUE,-0.15,-0.05
8,values_added_-0.15_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.24074,-0.661,0.879,1,FALSE,0,-0.33333,-0.881,0.606,0.893,FALSE,-0.043299865,0,-0.021649932,0.030617628,-0.771,0.155563492,0.868176415,FALSE,0,TRUE,FALSE,-0.15,0
8,values_added_-0.15_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.98148,-2.6,0,0,TRUE,-7.811348494,-1,-2.57,0,0,TRUE,-7.72121755,2,-7.766283022,0.063732202,-2.585,0.021213203,1.45E-05,FALSE,0,TRUE,TRUE,-0.15,0.05
8,values_added_-0.15_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.92593,-2.44,0,0,TRUE,-7.330650125,-0.98148,-2.54,0,0,TRUE,-7.631086606,2,-7.480868365,0.212440673,-2.49,0.070710678,1.45E-05,FALSE,0,TRUE,TRUE,-0.15,0.1
8,values_added_-0.15_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.92593,-2.53,0,0,TRUE,-7.601042958,-0.90741,-2.37,0,0,TRUE,-7.120344589,2,-7.360693773,0.339905076,-2.45,0.113137085,1.45E-05,FALSE,0,TRUE,TRUE,-0.15,0.15
8,values_added_-0.15_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.90741,-2.44,0,0,TRUE,-7.330650125,-0.92593,-2.57,0,0,TRUE,-7.72121755,2,-7.525933838,0.276172875,-2.505,0.091923882,1.45E-05,FALSE,0,TRUE,TRUE,-0.15,0.2
8,values_added_-0.1_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.81481,2.13,0,0.000518,TRUE,6.998477612,0.90741,2.36,0,0,TRUE,7.090300941,2,7.044389276,0.064928899,2.245,0.16263456,1.45E-05,FALSE,0,TRUE,TRUE,-0.1,-0.2
8,values_added_-0.1_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.88889,2.35,0,0,TRUE,7.060257293,0.83333,2.17,0,0.000859,TRUE,6.653234834,2,6.856746064,0.28780834,2.26,0.127279221,1.45E-05,FALSE,0,TRUE,TRUE,-0.1,-0.15
8,values_added_-0.1_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.87037,2.3,0,0,TRUE,6.910039052,0.81481,2.1,0,0.00163,TRUE,5.854406031,2,6.382222542,0.746445268,2.2,0.141421356,1.45E-05,FALSE,0,TRUE,TRUE,-0.1,-0.1
8,values_added_-0.1_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.85185,2.26,0,0,TRUE,6.78986446,0.88889,2.41,0,0,TRUE,7.240519181,2,7.015191821,0.318661009,2.335,0.106066017,1.45E-05,FALSE,0,TRUE,TRUE,-0.1,-0.05
8,values_added_-0.1_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.30407,0.791,0.729,0.709,FALSE,0.118138828,0.25685,0.699,0.839,0.836,FALSE,0.054377812,0,0.08625832,0.045085847,0.745,0.065053824,0.912324775,FALSE,0,FALSE,FALSE,-0.1,0
8,values_added_-0.1_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-1,-2.6,0,0,TRUE,-7.811348494,-1,-2.64,0,0,TRUE,-7.931523086,2,-7.87143579,0.084976269,-2.62,0.028284271,1.45E-05,FALSE,0,TRUE,TRUE,-0.1,0.05
8,values_added_-0.1_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.96296,-2.46,0,0,TRUE,-7.390737421,-0.98148,-2.59,0,0,TRUE,-7.781304846,2,-7.586021134,0.276172875,-2.525,0.091923882,1.45E-05,FALSE,0,TRUE,TRUE,-0.1,0.1
8,values_added_-0.1_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.98148,-2.62,0,0,TRUE,-7.87143579,-0.92593,-2.44,0,0,TRUE,-7.330650125,2,-7.601042958,0.382393211,-2.53,0.127279221,1.45E-05,FALSE,0,TRUE,TRUE,-0.1,0.15
8,values_added_-0.1_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.90741,-2.51,0,0,TRUE,-7.540955662,-0.94444,-2.63,0,0.000823,TRUE,-8.112498433,2,-7.826727047,0.40414177,-2.57,0.084852814,1.45E-05,FALSE,0,TRUE,TRUE,-0.1,0.2
8,values_added_-0.05_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.87037,2.33,0,0,TRUE,7.000169997,0.88889,2.24,0,0,TRUE,6.729777164,2,6.86497358,0.191196605,2.285,0.06363961,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,-0.2
8,values_added_-0.05_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.87037,2.27,0,0,TRUE,6.819908108,0.96296,2.46,0,0,TRUE,7.390737421,2,7.105322765,0.403637278,2.365,0.134350288,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,-0.15
8,values_added_-0.05_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.94444,2.53,0,0,TRUE,7.601042958,0.7963,2.02,0,0.00221,TRUE,5.364327607,2,6.482685282,1.581596592,2.275,0.360624458,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,-0.1
8,values_added_-0.05_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.81481,2.12,0.00153,0.00182,TRUE,5.808648657,0.94444,2.41,0,0,TRUE,7.240519181,2,6.524583919,1.012485357,2.265,0.205060967,2.18E-05,FALSE,0,TRUE,TRUE,-0.05,-0.05
8,values_added_-0.05_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.48684,-1.3,0.158,0.603,FALSE,-0.285587494,-0.48148,-1.31,0.165,0.328,FALSE,-0.634205265,0,-0.459896379,0.24650999,-1.305,0.007071068,0.121146509,FALSE,0,TRUE,FALSE,-0.05,0
