"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"isoxsuprine","Pearson.est","adrenergic receptor agonist",0.35171,0.893,0.58,305,0.693,TRUE,FALSE,"adrenergic receptor agonist"
"istradefylline","Pearson.est","adenosine receptor antagonist",-0.39593,-1.09,0.296,1332,0.654,TRUE,FALSE,"adenosine receptor antagonist"
"ivermectin","Pearson.est","benzodiazepine receptor agonist",0.33712,0.81,0.701,286,0.914,TRUE,FALSE,"benzodiazepine receptor agonist"
"ketoprofen","Pearson.est","cyclooxygenase inhibitor",0.31517,0.751,0.822,440,1,TRUE,FALSE,"cyclooxygenase inhibitor"
"kynurenic.acid","Pearson.est","glutamate receptor antagonist",0.36888,0.864,0.641,20,0.905,TRUE,FALSE,"glutamate receptor antagonist"
"lappaconite","Pearson.est","sodium channel blocker",-0.49459,-1.29,0.198,1164,0.854,TRUE,FALSE,"sodium channel blocker"
"latrepirdine","Pearson.est","glutamate receptor antagonist",-0.25691,-0.672,0.846,1116,0.906,TRUE,FALSE,"glutamate receptor antagonist"
"levobunolol","Pearson.est","adrenergic receptor antagonist",-0.31377,-0.843,0.657,1215,0.739,TRUE,FALSE,"adrenergic receptor antagonist"
"levocetirizine","Pearson.est","histamine receptor antagonist",0.1984,0.481,0.977,780,0.984,TRUE,FALSE,"histamine receptor antagonist"
"levonorgestrel","Pearson.est","estrogen receptor agonist",-0.33716,-0.836,0.653,1212,0.865,TRUE,FALSE,"estrogen receptor agonist, glucocorticoid receptor antagonist, progesterone receptor agonist, progesterone receptor antagonist"
"levonorgestrel","Pearson.est","progesterone receptor agonist",-0.36592,-0.896,0.58,1081,0.879,TRUE,FALSE,"estrogen receptor agonist, glucocorticoid receptor antagonist, progesterone receptor agonist, progesterone receptor antagonist"
"licochalcone.a","Pearson.est","topoisomerase inhibitor",0.23469,0.545,0.965,101,0.961,TRUE,FALSE,"topoisomerase inhibitor"
"lidamidine","Pearson.est","adrenergic receptor agonist",0.24928,0.599,0.922,216,1,TRUE,FALSE,"adrenergic receptor agonist"
"lomefloxacin","Pearson.est","bacterial DNA gyrase inhibitor",-0.3572,-0.932,0.492,479,0.721,TRUE,FALSE,"bacterial DNA gyrase inhibitor"
"lorazepam","Pearson.est","benzodiazepine receptor agonist",0.37441,0.91,0.59,62,1,TRUE,FALSE,"benzodiazepine receptor agonist"
"lurasidone","Pearson.est","dopamine receptor antagonist",0.20009,0.475,0.989,32,1,TRUE,FALSE,"dopamine receptor antagonist, serotonin receptor antagonist"
"lurasidone","Pearson.est","serotonin receptor antagonist",-0.33383,-0.989,0.42,447,0.793,TRUE,FALSE,"dopamine receptor antagonist, serotonin receptor antagonist"
"mechlorethamine","Pearson.est","DNA inhibitor",0.35262,0.85,0.66,65,1,TRUE,FALSE,"DNA inhibitor"
"meloxicam","Pearson.est","cyclooxygenase inhibitor",-0.26622,-0.77,0.733,1310,1,TRUE,FALSE,"cyclooxygenase inhibitor"
"melphalan","Pearson.est","DNA inhibitor",0.24238,0.557,0.952,636,1,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"mepivacaine","Pearson.est","potassium channel blocker",-0.30586,-0.862,0.57,1332,1,TRUE,FALSE,"potassium channel blocker, sodium channel blocker"
"mepivacaine","Pearson.est","sodium channel blocker",0.28273,0.685,0.883,118,1,TRUE,FALSE,"potassium channel blocker, sodium channel blocker"
"mercaptopurine","Pearson.est","protein synthesis inhibitor",0.20756,0.471,0.991,13,1,TRUE,FALSE,"immunosuppressant, protein synthesis inhibitor, purine antagonist"
"mericitabine","Pearson.est","HCV inhibitor",-0.67607,-1.95,0,1345,0.23,TRUE,FALSE,"HCV inhibitor"
"mesoridazine","Pearson.est","dopamine receptor antagonist",0.40371,0.97,0.476,154,0.929,TRUE,FALSE,"dopamine receptor antagonist"
"metaraminol","Pearson.est","adrenergic receptor agonist",0.39112,0.981,0.46,444,0.857,TRUE,FALSE,"adrenergic receptor agonist"
"methacycline","Pearson.est","protein synthesis inhibitor",0.24287,0.627,0.895,266,1,TRUE,FALSE,"protein synthesis inhibitor"
"methyldopa","Pearson.est","adrenergic receptor agonist",0.24499,0.634,0.885,391,0.946,TRUE,FALSE,"adrenergic receptor agonist"
"metoprolol","Pearson.est","adrenergic receptor antagonist",0.42817,0.995,0.463,341,0.701,TRUE,FALSE,"adrenergic receptor antagonist"
"metronidazole","Pearson.est","DNA inhibitor",0.35845,0.867,0.639,563,1,TRUE,FALSE,"DNA inhibitor"
"metyrapone","Pearson.est","cytochrome P450 inhibitor",-0.47154,-1.22,0.236,1274,0.555,TRUE,FALSE,"cytochrome P450 inhibitor"
"mexiletine","Pearson.est","sodium channel blocker",-0.57387,-1.58,0.0497,946,0.359,TRUE,FALSE,"sodium channel blocker"
"midodrine","Pearson.est","adrenergic receptor agonist",0.41668,0.993,0.488,597,0.866,TRUE,FALSE,"adrenergic receptor agonist"
"midostaurin","Pearson.est","FLT3 inhibitor",0.26711,0.621,0.94,818,1,TRUE,FALSE,"FLT3 inhibitor, KIT inhibitor, PKC inhibitor"
"midostaurin","Pearson.est","KIT inhibitor",0.20772,0.473,0.987,155,0.989,TRUE,FALSE,"FLT3 inhibitor, KIT inhibitor, PKC inhibitor"
"mitomycin.c","Pearson.est","DNA synthesis inhibitor",0.28209,0.672,0.876,135,0.971,TRUE,FALSE,"DNA alkylating agent, DNA synthesis inhibitor"
"naftidrofuryl","Pearson.est","adrenergic receptor antagonist",0.32757,0.77,0.805,134,0.995,TRUE,FALSE,"adrenergic receptor antagonist"
"naproxen","Pearson.est","cyclooxygenase inhibitor",-0.38892,-1.07,0.35,1213,0.967,TRUE,FALSE,"cyclooxygenase inhibitor"
"narlaprevir","Pearson.est","HCV inhibitor",0.36925,0.92,0.542,236,0.853,TRUE,FALSE,"HCV inhibitor"
"navarixin","Pearson.est","CC chemokine receptor antagonist",0.38456,0.927,0.571,431,0.859,TRUE,FALSE,"CC chemokine receptor antagonist"
"nelarabine","Pearson.est","DNA synthesis inhibitor",0.39336,0.929,0.548,269,0.859,TRUE,FALSE,"DNA synthesis inhibitor, T cell inhibitor"
"nemonapride","Pearson.est","dopamine receptor antagonist",0.35879,0.853,0.669,747,1,TRUE,FALSE,"dopamine receptor antagonist"
"nicotine","Pearson.est","acetylcholine receptor agonist",-0.33161,-0.957,0.503,1312,0.723,TRUE,FALSE,"acetylcholine receptor agonist"
"nilotinib","Pearson.est","Abl kinase inhibitor",0.23541,0.572,0.933,502,0.942,TRUE,FALSE,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor"
"nintedanib","Pearson.est","FGFR inhibitor",0.3876,0.923,0.569,409,0.825,TRUE,FALSE,"FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"nizatidine","Pearson.est","histamine receptor antagonist",0.42373,0.968,0.532,399,0.973,TRUE,FALSE,"histamine receptor antagonist"
"nobiletin","Pearson.est","MEK inhibitor",0.39854,0.958,0.538,542,1,TRUE,FALSE,"MEK inhibitor"
"norethindrone","Pearson.est","progesterone receptor agonist",0.3155,0.826,0.65,440,0.942,TRUE,FALSE,"progesterone receptor agonist"
"norfloxacin","Pearson.est","bacterial DNA gyrase inhibitor",0.38258,0.915,0.584,658,0.981,TRUE,FALSE,"bacterial DNA gyrase inhibitor"
"obatoclax","Pearson.est","BCL inhibitor",0.23161,0.568,0.948,748,0.969,TRUE,FALSE,"BCL inhibitor"
"oleoylethanolamide","Pearson.est","PPAR receptor agonist",0.29681,0.697,0.836,818,1,TRUE,FALSE,"cannabinoid receptor agonist, glucose dependent insulinotropic receptor agonist, potassium channel blocker, PPAR receptor agonist"
"omeprazole","Pearson.est","ATPase inhibitor",0.3648,0.954,0.512,142,0.876,TRUE,FALSE,"ATPase inhibitor"
"orantinib","Pearson.est","FGFR inhibitor",-0.60634,-1.64,0.0474,1158,0.473,TRUE,FALSE,"FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"orantinib","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.26084,-0.692,0.841,1079,0.929,TRUE,FALSE,"FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"orantinib","Pearson.est","VEGFR inhibitor",0.24078,0.584,0.924,275,1,TRUE,FALSE,"FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"oridonin","Pearson.est","BCL inhibitor",-0.73876,-1.75,0.00847,1140,0.237,TRUE,FALSE,"BCL inhibitor"
"oxcarbazepine","Pearson.est","sodium channel blocker",0.33507,0.756,0.79,655,0.986,TRUE,FALSE,"sodium channel blocker"
"oxiperomide","Pearson.est","dopamine receptor antagonist",0.3633,0.867,0.662,487,0.972,TRUE,FALSE,"dopamine receptor antagonist"
"oxiracetam","Pearson.est","acetylcholine receptor agonist",0.3978,0.944,0.559,271,1,TRUE,FALSE,"acetylcholine receptor agonist"
"oxprenolol","Pearson.est","adrenergic receptor antagonist",0.39602,0.935,0.56,549,0.876,TRUE,FALSE,"adrenergic receptor antagonist"
"oxymetazoline","Pearson.est","adrenergic receptor agonist",0.42275,0.985,0.502,778,0.946,TRUE,FALSE,"adrenergic receptor agonist"
"pacritinib","Pearson.est","FLT3 inhibitor",0.38559,0.921,0.56,533,1,TRUE,FALSE,"FLT3 inhibitor, JAK inhibitor"
"paliperidone","Pearson.est","dopamine receptor antagonist",-0.35255,-1.02,0.388,1228,1,TRUE,FALSE,"dopamine receptor antagonist, serotonin receptor antagonist"
"paliperidone","Pearson.est","serotonin receptor antagonist",0.33166,0.787,0.748,322,0.926,TRUE,FALSE,"dopamine receptor antagonist, serotonin receptor antagonist"
"palomid.529","Pearson.est","AKT inhibitor",-0.31971,-0.968,0.453,1191,0.682,TRUE,FALSE,"AKT inhibitor, mTOR inhibitor"
"palomid.529","Pearson.est","mTOR inhibitor",-0.53742,-1.62,0.0635,1132,0.554,TRUE,FALSE,"AKT inhibitor, mTOR inhibitor"
"papaverine","Pearson.est","phosphodiesterase inhibitor",-0.25429,-0.67,0.867,341,1,TRUE,FALSE,"phosphodiesterase inhibitor"
"parthenolide","Pearson.est","NFkB pathway inhibitor",0.27259,0.662,0.859,428,0.964,TRUE,FALSE,"NFkB pathway inhibitor"
"parthenolide....","Pearson.est","NFkB pathway inhibitor",0.2422,0.576,0.949,563,0.976,TRUE,FALSE,"NFkB pathway inhibitor"
"phenazone","Pearson.est","cyclooxygenase inhibitor",-0.3265,-0.894,0.534,1235,0.849,TRUE,FALSE,"cyclooxygenase inhibitor"
"pheniramine","Pearson.est","histamine receptor antagonist",0.35675,0.854,0.67,354,0.952,TRUE,FALSE,"histamine receptor antagonist"
"phenylbutazone","Pearson.est","cyclooxygenase inhibitor",0.36604,0.862,0.669,360,1,TRUE,FALSE,"cyclooxygenase inhibitor, prostanoid receptor antagonist"
"pibenzimol","Pearson.est","DNA inhibitor",0.32055,0.753,0.79,752,1,TRUE,FALSE,"DNA inhibitor"
"pilaralisib","Pearson.est","PI3K inhibitor",0.39156,0.979,0.492,414,0.672,TRUE,FALSE,"PI3K inhibitor"
"piperacetazine","Pearson.est","dopamine receptor antagonist",-0.26609,-0.78,0.741,1200,0.756,TRUE,FALSE,"dopamine receptor antagonist"
"pirenperone","Pearson.est","serotonin receptor antagonist",-0.48499,-1.37,0.12,1262,0.498,TRUE,FALSE,"serotonin receptor antagonist"
"piretanide","Pearson.est","glucocorticoid receptor agonist",-0.68577,-1.89,0.00958,1103,0.236,TRUE,FALSE,"glucocorticoid receptor agonist"
"practolol","Pearson.est","adrenergic receptor antagonist",-0.43547,-1.11,0.328,1088,0.977,TRUE,FALSE,"adrenergic receptor antagonist"
"pranidipine","Pearson.est","calcium channel blocker",0.41303,0.996,0.463,11,0.835,TRUE,FALSE,"calcium channel blocker"
"prazosin","Pearson.est","adrenergic receptor antagonist",0.28014,0.697,0.827,309,0.9,TRUE,FALSE,"adrenergic receptor antagonist"
"primaquine","Pearson.est","DNA inhibitor",0.36209,0.865,0.662,676,0.995,TRUE,FALSE,"antimalarial agent, DNA inhibitor"
"pterostilbene","Pearson.est","cyclooxygenase inhibitor",0.31814,0.782,0.723,260,0.965,TRUE,FALSE,"cyclooxygenase inhibitor, PPAR receptor agonist"
"pyroxamide","Pearson.est","HDAC inhibitor",0.37302,0.896,0.611,600,1,TRUE,FALSE,"HDAC inhibitor"
"quinidine","Pearson.est","sodium channel blocker",0.3464,0.801,0.749,407,0.928,TRUE,FALSE,"sodium channel blocker"
"quizartinib","Pearson.est","FLT3 inhibitor",0.3818,0.923,0.569,471,1,TRUE,FALSE,"FLT3 inhibitor"
"raclopride","Pearson.est","dopamine receptor antagonist",0.29836,0.686,0.89,873,0.962,TRUE,FALSE,"dopamine receptor antagonist"
"ramifenazone","Pearson.est","cyclooxygenase inhibitor",0.34054,0.811,0.727,462,0.847,TRUE,FALSE,"cyclooxygenase inhibitor"
"ranitidine","Pearson.est","histamine receptor antagonist",0.34919,0.872,0.591,481,0.953,TRUE,FALSE,"histamine receptor antagonist"
"rheochrysidin","Pearson.est","protein tyrosine kinase inhibitor",-0.83387,-2.38,0,1220,0.00775,TRUE,FALSE,"protein tyrosine kinase inhibitor"
"ritodrine","Pearson.est","adrenergic receptor agonist",0.22804,0.558,0.951,643,1,TRUE,FALSE,"adrenergic receptor agonist"
"ruxolitinib","Pearson.est","JAK inhibitor",0.29725,0.745,0.758,446,1,TRUE,FALSE,"JAK inhibitor"
"salvianolic.acid.B","Pearson.est","EGFR inhibitor",0.2872,0.733,0.759,528,0.868,TRUE,FALSE,"metalloproteinase inhibitor, EGFR inhibitor"
"secnidazole","Pearson.est","microtubule inhibitor",-0.51269,-1.52,0.0849,687,0.335,TRUE,FALSE,"acetylcholinesterase inhibitor, microtubule inhibitor"
"semaxanib","Pearson.est","VEGFR inhibitor",0.40126,0.982,0.486,330,0.802,TRUE,FALSE,"VEGFR inhibitor"
"serdemetan","Pearson.est","MDM inhibitor",0.39839,0.917,0.557,519,0.909,TRUE,FALSE,"MDM inhibitor"
"sertindole","Pearson.est","dopamine receptor antagonist",0.40837,0.972,0.507,574,0.852,TRUE,FALSE,"dopamine receptor antagonist, serotonin receptor antagonist"
"sparfloxacin","Pearson.est","bacterial DNA gyrase inhibitor",0.39276,0.956,0.512,635,0.71,TRUE,FALSE,"bacterial DNA gyrase inhibitor"
"spiradoline","Pearson.est","opioid receptor agonist",0.37075,0.85,0.69,614,0.88,TRUE,FALSE,"opioid receptor agonist"
"streptozotocin","Pearson.est","DNA alkylating agent",-0.33248,-0.894,0.552,1165,0.844,TRUE,FALSE,"DNA alkylating agent"
"sulfasalazine","Pearson.est","cyclooxygenase inhibitor",-0.32083,-0.891,0.538,1207,1,TRUE,FALSE,"cyclooxygenase inhibitor"
"sulmazole","Pearson.est","adenosine receptor antagonist",-0.39955,-1.28,0.155,537,0.675,TRUE,FALSE,"adenosine receptor antagonist"
"suxibuzone","Pearson.est","cyclooxygenase inhibitor",0.31755,0.735,0.84,97,0.978,TRUE,FALSE,"cyclooxygenase inhibitor"
"tandutinib","Pearson.est","FLT3 inhibitor",0.35829,0.839,0.689,96,0.791,TRUE,FALSE,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor"
"tanshinone.i","Pearson.est","AP inhibitor",-0.30781,-0.905,0.555,1314,0.892,TRUE,FALSE,"AP inhibitor"
"taurine","Pearson.est","antioxidant",0.43626,0.992,0.49,406,0.959,TRUE,FALSE,"antioxidant"
"tecastemizole","Pearson.est","histamine receptor antagonist",0.41743,0.955,0.518,352,0.796,TRUE,FALSE,"histamine receptor antagonist"
"tedizolid.phosphate","Pearson.est","protein synthesis inhibitor",0.36373,0.935,0.508,171,0.927,TRUE,FALSE,"protein synthesis inhibitor"
"temazepam","Pearson.est","benzodiazepine receptor agonist",-0.39145,-1.01,0.409,954,0.849,TRUE,FALSE,"benzodiazepine receptor agonist"
"temozolomide","Pearson.est","DNA alkylating agent",-0.56267,-1.64,0.0429,1047,0.402,TRUE,FALSE,"DNA alkylating agent"
"tepoxalin","Pearson.est","cyclooxygenase inhibitor",-0.42179,-1.11,0.329,1131,0.701,TRUE,FALSE,"cyclooxygenase inhibitor, lipoxygenase inhibitor"
"teroxirone","Pearson.est","DNA inhibitor",-0.25261,-0.745,0.784,1253,0.976,TRUE,FALSE,"DNA inhibitor"
"tetrandrine","Pearson.est","calcium channel blocker",-0.39167,-0.98,0.436,855,0.99,TRUE,FALSE,"calcium channel blocker"
"theophylline","Pearson.est","adenosine receptor antagonist",-0.56697,-1.57,0.0574,1150,0.737,TRUE,FALSE,"adenosine receptor antagonist"
"thioproperazine","Pearson.est","dopamine receptor antagonist",0.30101,0.737,0.775,688,0.97,TRUE,FALSE,"dopamine receptor antagonist"
"thiostrepton","Pearson.est","protein synthesis inhibitor",0.40767,0.943,0.564,366,0.914,TRUE,FALSE,"FOXM1 inhibitor, protein synthesis inhibitor"
"tiletamine","Pearson.est","glutamate receptor antagonist",0.32966,0.769,0.783,181,0.931,TRUE,FALSE,"glutamate receptor antagonist"
"tilmicosin","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.42074,0.95,0.534,242,0.958,TRUE,FALSE,"bacterial 50S ribosomal subunit inhibitor"
"tivantinib","Pearson.est","tyrosine kinase inhibitor",0.3645,0.843,0.671,484,0.9,TRUE,FALSE,"tyrosine kinase inhibitor"
"tozasertib","Pearson.est","JAK inhibitor",0.32899,0.795,0.754,706,1,TRUE,FALSE,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor"
"trapidil","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.21861,0.514,0.965,201,0.972,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor"
"trequinsin","Pearson.est","phosphodiesterase inhibitor",-0.36608,-1.12,0.311,1327,0.618,TRUE,FALSE,"phosphodiesterase inhibitor"
"triamterene","Pearson.est","sodium channel blocker",0.40804,0.968,0.528,133,0.998,TRUE,FALSE,"sodium channel blocker"
"tryptanthrin","Pearson.est","cyclooxygenase inhibitor",0.35773,0.852,0.669,208,1,TRUE,FALSE,"cyclooxygenase inhibitor"
"tyloxapol","Pearson.est","NFkB pathway inhibitor",0.40809,0.979,0.496,534,0.983,TRUE,FALSE,"NFkB pathway inhibitor"
"tyrphostin.A9","Pearson.est","protein tyrosine kinase inhibitor",0.3433,0.788,0.745,325,1,TRUE,FALSE,"protein tyrosine kinase inhibitor, tyrosine kinase inhibitor"
"tyrphostin.A9","Pearson.est","tyrosine kinase inhibitor",0.29746,0.692,0.845,325,1,TRUE,FALSE,"protein tyrosine kinase inhibitor, tyrosine kinase inhibitor"
"tyrphostin.AG.1296","Pearson.est","FLT3 inhibitor",0.29765,0.705,0.839,685,0.977,TRUE,FALSE,"FLT3 inhibitor"
"tyrphostin.AG.1478","Pearson.est","EGFR inhibitor",0.37008,0.895,0.607,362,0.954,TRUE,FALSE,"EGFR inhibitor"
"tyrphostin.AG.494","Pearson.est","EGFR inhibitor",-0.65064,-1.87,0.0145,1217,0.477,TRUE,FALSE,"EGFR inhibitor"
"tyrphostin.AG.99","Pearson.est","tyrosine kinase inhibitor",0.40816,0.962,0.539,362,1,TRUE,FALSE,"tyrosine kinase inhibitor"
"valnemulin","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.25633,-0.754,0.764,344,0.813,TRUE,FALSE,"bacterial 50S ribosomal subunit inhibitor"
"valrubicin","Pearson.est","DNA inhibitor",0.25344,0.607,0.942,739,0.967,TRUE,FALSE,"DNA inhibitor, topoisomerase inhibitor"
"vandetanib","Pearson.est","RET tyrosine kinase inhibitor",-0.79537,-2.04,0,1120,0.0548,TRUE,FALSE,"EGFR inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor"
"vandetanib","Pearson.est","VEGFR inhibitor",0.30908,0.76,0.737,117,0.941,TRUE,FALSE,"EGFR inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor"
"vatalanib","Pearson.est","KIT inhibitor",-0.28036,-0.815,0.66,1276,0.982,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"vatalanib","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.18193,0.423,0.996,689,0.995,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"vatalanib","Pearson.est","VEGFR inhibitor",0.20484,0.483,0.988,393,1,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"vincamine","Pearson.est","adrenergic receptor antagonist",0.33836,0.802,0.746,258,1,TRUE,FALSE,"adrenergic receptor antagonist"
"zaleplon","Pearson.est","benzodiazepine receptor agonist",0.19754,0.472,0.99,205,1,TRUE,FALSE,"benzodiazepine receptor agonist"
"zolantidine","Pearson.est","histamine receptor antagonist",0.33013,0.82,0.658,167,0.984,TRUE,FALSE,"histamine receptor antagonist"
